content,score,at,app
"I am OBSESSED with the Shopee app – it’s hands down the best shopping platform I’ve ever used! 🛍️💥 From the moment I open the app, everything is so smooth, fast, and effortless. It’s incredibly user-friendly, even for first-time users. Shopee makes shopping not just easy but seriously addictive (in the best way!). The endless variety, daily deals, flash sales, and vouchers? UNBEATABLE. 😍 I’ve saved so much and discovered amazing products I can’t find anywhere else.",5,2025-08-03 09:43:29,Shopee
good,5,2025-08-03 09:19:37,Shopee
berbaloi sangat2..app yg bagus,5,2025-08-03 09:12:36,Shopee
Suka shopeefood sangat² walau semua kedai belum pakai lagi hehe,5,2025-08-03 09:11:43,Shopee
terbaik,5,2025-08-03 09:05:45,Shopee
good,5,2025-08-03 08:59:21,Shopee
"Why can't view the product rating? When you click it, it automatically goes to shop reviews. Even there are hundreds of product reviews but when you click on them, they become zero -_-",1,2025-08-03 08:58:39,Shopee
easy n good,5,2025-08-03 08:52:02,Shopee
easier and helpful,5,2025-08-03 08:42:19,Shopee
Good,5,2025-08-03 08:36:16,Shopee
nice,5,2025-08-03 08:16:03,Shopee
Good service 👍,5,2025-08-03 08:05:58,Shopee
okay.. cuma dh kurg voucher free delivery,4,2025-08-03 08:03:50,Shopee
Very horrible customer support experience. Very fast to deduct money for purchase but really really slow for refund even after items have arrived at their warehouse for weeks.,1,2025-08-03 08:03:20,Shopee
"situ la video, situ barang punya info, situ la popup live, situ la popup video. tak boleh nak scroll lama-lama, pastu hang 🙄 dah boleh pindah apps kot. update latest: review tak boleh tengok/baca?",1,2025-08-03 07:33:45,Shopee
good,5,2025-08-03 07:27:03,Shopee
good,5,2025-08-03 07:12:50,Shopee
"latest update of shoppee 'live&video' brings too much of lagging. even after exit from app, sound keep playing. nowadays not interested to buy in shoppe app due to lags",2,2025-08-03 07:06:09,Shopee
"Buggy updates. Once you share a live stream, very high chances you will lost your session and and coins once back to live stream. If not lost, the count down timer will hang at a particular time forever. Will never end and will not able to claim coin forever as time not moving. Wish can rollback to old version.",1,2025-08-03 07:00:49,Shopee
one of the best shopping app ✨,5,2025-08-03 06:52:06,Shopee
👍👍👍,5,2025-08-03 06:22:45,Shopee
User friendly app. many payments option. shock sale price is crazy.,5,2025-08-03 06:20:13,Shopee
Please remove the small floating screen with tiny 'x' that's so annoying and interrupting 😮‍💨,3,2025-08-03 06:11:12,Shopee
good veryyy good,5,2025-08-03 05:55:26,Shopee
senang lah shoping kat shopee,5,2025-08-03 05:48:26,Shopee
why default to open live video? I'm not interested at all at least give me an option to opt out!,2,2025-08-03 05:37:49,Shopee
shopee doesn't allow you to edit your own reviews anymore ? 👎🏻👎🏻👎🏻 people need to be wary of bad quality products,2,2025-08-03 05:34:30,Shopee
"i am sure that I have already set my address from the start, but somehow the address was gone, which follows the location set by shopee which it bit hard to be found which actually at first, I dont mind much bcuz all of deliverer could found my house location but somehow my recent purchases could not found it although it is my fault due to negligence but when i cek back the address, how the heck my address was delete in the address form ??? I never change my address since my first purchase.",3,2025-08-03 05:31:01,Shopee
"Been using ShopeeFood for a while now, so far so good! The app is easy to use, delivery is usually on time, and there are always good promos and vouchers. Really helps on lazy days or when I’m too busy to cook. Hope they keep improving and adding more restaurants. Keep it up ShopeeFood!",5,2025-08-03 05:04:19,Shopee
nice one but,5,2025-08-03 04:43:18,Shopee
good apps and easy to shop with sPay later,5,2025-08-03 04:37:35,Shopee
"tak habis2 suruh update ic, bila masukkan ic tak boleh pakai. bodoh punya app. aku nak pakai shoppepay pun tak boleh😡😡😡🤬🤬",1,2025-08-03 04:25:04,Shopee
good,5,2025-08-03 03:43:33,Shopee
"I shifted from L****A to Shoppee and found it cheaper in terms of individual item pricing. Good option - since it also has a lot of vouchers. however, if you are buying big or bulk items, may compare with L because L typically gives cheaper shipping fee for bulky items",5,2025-08-03 03:25:46,Shopee
best online shopping apps ever,5,2025-08-03 03:16:15,Shopee
"Review update Aug 2025. The people managing the app getting silly, stupid, irritating. Whenever app is started, the live stream video will be activated, auto reduce the sound volume and slow down my phone. Leaving shopee for lazad. Bye until rectification is made. Earlier review : Easy to use and lots of free shipping and cash rebate compared to the other platform below shopee.",1,2025-08-03 03:13:24,Shopee
kuali barang tak berapa menarik,1,2025-08-03 03:09:59,Shopee
ok,4,2025-08-03 02:53:12,Shopee
"banyak video pronografi dan pakaian menjolok mata yang keluar, app beli belah atau app yellow blue?",1,2025-08-03 02:45:05,Shopee
"Nowadays, with the new update, I can't seem to check the product ratings on the products that I want to view. Please try to fix out this bug issue.",2,2025-08-03 02:40:50,Shopee
"Application Shopee filter x de function ..search local keluar jgk yg China, Indonesia .. tolong fix app..biar betul2 filter..buat keje cincai2 mcm ni la..menyusahkan pengguna...",1,2025-08-03 00:46:06,Shopee
"Shopee aku tak kisah korang nak buat iklan tapi boleh tak kalau kau hantar noti tu jangan buat fon org jadi lag, pastu kau suka² je buat org auto buka shopee kau. pastu kalau bab iklan laju je, bila bagitau masalah lambat betul nak selesaikan, kena tunggu 24jam lah apa lah, macam tak tahu nak handle masalah pula. Masalah topup kredit je pun tak boleh settle dalam masa 24jam, sistem kau memang sia-sia kan masa orang je lah nak kena menunggu berhari-hari bodoh betul.",1,2025-08-03 00:39:08,Shopee
Bad. Please control the release amaunt of free shipping rm 0 amount spend. Always fully redeemed by other users under 5 seconds at 12am. IT'S VERY UNFAIR!!!. TREAT EVERYONE FAIRLY.. PLEASE,1,2025-08-02 22:10:44,Shopee
"Went from free shipping, to rm15 free shipping, to rm5 free shipping, and now to rm3 free shipping, what next? no free shipping?",1,2025-08-02 20:41:36,Shopee
👍 good,5,2025-08-02 19:10:57,Shopee
barang senang cari,5,2025-08-02 18:51:02,Shopee
Good,5,2025-08-02 17:05:48,Shopee
sudah habis bayar hutang Dia Masih bekukan shoppee pay later saya lambat sehari dua sahaja bodoh operator dorang ni! direct beku,1,2025-08-02 17:00:01,Shopee
goog,5,2025-08-02 16:53:53,Shopee
satisfied .,5,2025-08-02 16:12:08,Shopee
Good application..,5,2025-08-02 15:55:22,Shopee
Having some issues after update... Some times couldn't see peoples review. Sometimes can,3,2025-08-02 15:52:16,Shopee
good quality of product,5,2025-08-02 15:22:58,Shopee
"The packaging was secure and the product was in perfect condition. The material feels durable and the stitching is well-done. The color matches the picture online, and the size is accurate. I'm very happy with my purchase and would recommend this seller and product.""",5,2025-08-02 15:00:59,Shopee
Happy shopping,5,2025-08-02 14:44:54,Shopee
OK,5,2025-08-02 14:24:44,Shopee
I demand for the shopee live & shopee video at the home page to have an option to remove them / to maintain.,1,2025-08-02 13:35:44,Shopee
mantaP CoY,5,2025-08-02 12:39:20,Shopee
app dia dah bagus cuma iklan dia bersepah2 merata2 Ade. saya nak bukak website pun terganggu dgn iklan2 shoppe ni.,3,2025-08-02 12:33:44,Shopee
"Add Spelt Collection Point shows label_no_collection_points_found_different_state Furthermore, self-collection point can't be used for orders above RM 100.",2,2025-08-02 12:01:43,Shopee
nice,5,2025-08-02 11:56:46,Shopee
don't have games,3,2025-08-02 11:45:16,Shopee
tq shopee memudahkan untuk saya membeli.,5,2025-08-02 11:38:29,Shopee
"The products are cheap. The only problem is esp on vitamins, one of the sellers opened up the bottle and refilled with less than the content amount and sealed back. I am sorry I have to voice out. Hopefully this person does not make the same mistake again. I love buying groceries and vitamins in this apps. Hopefully I hope they are not imitation esp vitamins. Thank you. As for now, (30/12/24), I am happy with the price for products I bought. Prompt service by Seller, Deliverer, Mail Boxes off.",5,2025-08-02 11:32:09,Shopee
excellent,5,2025-08-02 11:24:31,Shopee
awsome,5,2025-08-02 11:22:13,Shopee
Great apps.,4,2025-08-02 10:37:32,Shopee
this shoppee is app is really good to people and buy easy to what's we need..sometimes is not mach the size or other but mostly is good product tq,5,2025-08-02 10:36:23,Shopee
give the best,5,2025-08-02 10:20:45,Shopee
very good app,5,2025-08-02 10:17:10,Shopee
"very good app, lots of benefits",5,2025-08-02 10:08:45,Shopee
good,5,2025-08-02 10:05:26,Shopee
so far so good.,5,2025-08-02 10:02:30,Shopee
aplikasi ini ada oku... cacat nak mampos nak sgt aku download... gatal.....,1,2025-08-02 09:55:33,Shopee
I love shopee,5,2025-08-02 09:49:06,Shopee
good platform for buy and sale,5,2025-08-02 09:34:25,Shopee
dapat mudah kan cari barang,4,2025-08-02 09:14:55,Shopee
beautiful apps,5,2025-08-02 08:19:11,Shopee
"fast delivery, value for money",5,2025-08-02 08:17:42,Shopee
"Mudah, cepat dan senang nak buat pembelian. Duit selamat.",5,2025-08-02 08:15:09,Shopee
no more magic bean? 👎,2,2025-08-02 08:09:09,Shopee
Buy food from shopee wasting money. Can't connect with the customer service. Give number can't call to confirm the order. Wasted.,1,2025-08-02 08:07:49,Shopee
every time I update...this filter always has problems especially shipped from...i want to choose 1 but all of them come out...it's hard to choose the item i want,1,2025-08-02 07:04:42,Shopee
awesome,5,2025-08-02 06:37:00,Shopee
Helpful ! 👍🏻,5,2025-08-02 06:32:19,Shopee
very nice app and smooth to use,5,2025-08-02 06:21:37,Shopee
"Every time I open the Shopee app, it automatically redirects me to the ""Videos"" tab instead of the main Home tab. This is extremely frustrating, as I use the app to shop-not to scroll through videos. The current default behavior feels more like TikTok than a shopping platform, and it disrupts the user experience.",1,2025-08-02 06:16:59,Shopee
wow.. tmpt bgs utk mngisi masa lapang sambil cuci mata dan jiwa...,5,2025-08-02 05:39:44,Shopee
Now shopee getting better.Keep it up.,5,2025-08-02 04:41:05,Shopee
hi can please add search button in cart?? please.,3,2025-08-02 04:13:38,Shopee
"Every time I open Shopee, it shows videos instead of the home screen. it’s just a shopping app. Please add an option to turn off the videos.",3,2025-08-02 04:07:38,Shopee
Good,4,2025-08-02 03:26:03,Shopee
dilvery system was poor compared to others they seem to rushing and much much pressure,3,2025-08-02 03:14:52,Shopee
"lousy. always cannot plant big coins of shoppe plant reminder shopee shake, new plant all never Remind",1,2025-08-02 03:06:23,Shopee
I'm struggling to find the product's reviews. All I can see is Specs & Description and Shopping Guarantee,1,2025-08-02 02:18:05,Shopee
Has been improving in your services.Thank you very much Really enjoyed shopping with Shopee.,5,2025-08-02 02:16:24,Shopee
lots of options and cheaper,5,2025-08-02 01:23:02,Shopee
Best,4,2025-08-02 00:25:26,Shopee
It is easy to track our purchases and deal with any problems that arose. I like collecting points as it affords me discounts,5,2025-08-02 00:07:06,Shopee
Good fast delivery,5,2025-08-02 00:06:51,Shopee
"I've request for refund, and received money back thanks to great customer support team",5,2025-08-02 00:06:10,Shopee
boleh lah,5,2025-08-01 23:40:09,Shopee
cheaper than most other platforms.,5,2025-08-01 22:49:31,Shopee
seronok shopping kat shopee. Spaylater membantu,5,2025-08-01 22:12:46,Shopee
keep prompting me to verify for my every search . dev ?,1,2025-08-01 21:30:42,Shopee
ok,5,2025-08-01 20:33:01,Shopee
Waiting for the dark mode,5,2025-08-01 17:14:49,Shopee
"best shopping app, imo. what pisses me off is how tiny the close button on this app's ads on other apps are",4,2025-08-01 16:51:26,Shopee
murah dan dipercayai,5,2025-08-01 15:12:39,Shopee
makin tidak masuk akal shippingnya nih..,1,2025-08-01 15:11:35,Shopee
Is the best online shop❤️,5,2025-08-01 14:36:59,Shopee
good,5,2025-08-01 14:02:37,Shopee
nice,5,2025-08-01 14:01:02,Shopee
Shopee are the best online shopping👍👍🥰🥰🥰,5,2025-08-01 13:37:08,Shopee
very good,5,2025-08-01 13:13:17,Shopee
"For future updates, could you please add on new features like a cart organiser. My suggestion: 1. can you add Not interested for item you don't want to appear in random suggestion? 2. Name our cart. 3. Move our add to cart item category.",4,2025-08-01 12:42:01,Shopee
teruk.......,1,2025-08-01 12:40:19,Shopee
boleh la.tapi penghantaran lambat..berbanding tiktok lg cepat,3,2025-08-01 12:30:55,Shopee
very happy & I'm really enjoyed to purchase items with Shopee.,5,2025-08-01 12:05:32,Shopee
"Getting better over time, with fast shipping and so. From 1 star on 2021 now full mark again. Love to plant coin tree with those mini games.",5,2025-08-01 11:40:01,Shopee
"So far so good, too many unknown and unverified products whether it is safe to be used or consumed.",5,2025-08-01 11:33:51,Shopee
ini lah tmpt untuk sya shoping ..harga pun brpatutan..❤️,5,2025-08-01 11:33:26,Shopee
"THE BEST e-dagang platform. Dah bertahun guna, Shopee tetap no. 1 di hati. Skrg dah level Gold tier, otw ke Platinum tier. Boleh stack vouchers, tebus coins & guna byk method payment. Buat SLoan & Spaylater pun senang, janji bulan2 bayar on time. Berbelanja ikut kemampuan, bukan kehendak. Tu yg plg penting. Keep it up Shopee! 💞",5,2025-08-01 11:21:20,Shopee
Good App. 👍,5,2025-08-01 11:05:00,Shopee
good for buy anything..,5,2025-08-01 11:01:30,Shopee
Shoppe 3rd logistics provider took 4 days to delier my item from Penang to Kajang.  This is 3rd time i got the One-time guarantee voucher from shoppe but useless cos cant be use to purchase any other item.,1,2025-08-01 10:26:26,Shopee
Sangat memuaskannnnnnnn😘😘😘😍😍😍😍..memang terbaik,5,2025-08-01 09:56:00,Shopee
"The app used to be great, but a recent update made it so that everytime the app is opened, the default tab it goes to is the Shopee Live one, which means instead of the homepage with curated products, it starts off with a video that also modifies your device's volume level. Kindly change it back as the videos only make me despise the products being shown.",1,2025-08-01 09:05:55,Shopee
Appa ok. No problem. Easy to use.,5,2025-08-01 08:53:41,Shopee
PUNYA NAK UNTUNG KAN APPS NI. TOPUP DARI 7E DAH TAK BOLEH TRANSFER KE BANK LAIN??? MAKIN LAMA MAKIN TERUK LA NI APPS.,4,2025-08-01 08:28:51,Shopee
"love this app , easy to use, so much discount and promo",5,2025-08-01 08:17:35,Shopee
"Very friendly app.Nice one. The only thing for the SNPL programme is, it should've given an option for Auto Deduction payment method from customer Credit/ Debit acc.indeed. People are getting busy these days & always missed the payment due date.",5,2025-08-01 08:07:58,Shopee
